1.1,4
1.2,5
1.3,7
1.4,9
1.5,12
1.6,13
1.7,13
1.8,16
1.9,16
10,89
10.1,89
10.2,89
10.3,89
10.4,89
10.5,89
10.6,89
10.7,89
10.8,89
10.9,89
11,89
11.1,108
11.2,108
11.3,108
11.4,108
11.5,108
11.6,108
11.7,108
11.8,108
11.9,108
12,108
12.1,108
12.2,108
12.3,108
12.4,108
12.5,108
12.6,108
12.7,108
12.8,108
12.9,108
13,108
13.1,108
13.2,108
13.3,108
13.4,108
13.5,108
13.6,108
13.7,108
13.8,108
13.9,108
14,108
14.1,108
14.2,108
14.3,108
14.4,108
14.5,108
14.6,108
14.7,108
14.8,108
14.9,108
15,108
15.1,108
15.2,108
15.3,108
15.4,108
15.5,108
15.6,108
15.7,108
15.8,108
15.9,125
16,125
16.1,125
16.2,125
16.3,125
16.4,125
16.5,125
16.6,125
16.7,125
16.8,125
16.9,125
17,132
17.1,132
17.2,132
17.3,132
17.4,132
17.5,132
17.6,132
17.7,132
17.8,132
17.9,132
18,132
18.1,153
18.2,153
18.3,153
18.4,153
18.5,153
18.6,153
18.7,161
18.8,161
18.9,161
19,161
19.1,161
19.2,161
19.3,161
19.4,161
19.5,161
19.6,161
19.7,161
19.8,161
19.9,161
2,22
2.1,22
2.2,22
2.3,22
2.4,22
2.5,22
2.6,22
2.7,22
2.8,22
2.9,25
20,161
20.1,161
20.2,161
20.3,161
20.4,161
20.5,161
20.6,161
20.7,161
20.8,161
20.9,161
21,164
21.1,164
21.2,164
21.3,164
21.4,164
21.5,164
21.6,164
21.7,164
21.8,164
21.9,164
22,164
22.1,164
22.2,164
22.3,164
22.4,164
22.5,164
22.6,164
22.7,164
22.8,164
22.9,164
23,164
23.1,164
23.2,164
23.3,164
23.4,164
23.5,164
23.6,164
23.7,164
23.8,164
23.9,164
24,215
24.1,215
24.2,215
24.3,215
24.4,215
24.5,215
24.6,215
24.7,215
24.8,215
24.9,215
25,215
25.1,215
25.2,215
25.3,215
25.4,215
25.5,215
25.6,215
25.7,215
25.8,215
25.9,215
26,215
26.1,215
26.2,215
26.3,215
26.4,215
26.5,215
26.6,215
26.7,215
26.8,215
26.9,215
27,215
27.1,215
27.2,215
27.3,215
27.4,215
27.5,215
27.6,215
27.7,215
27.8,215
27.9,215
28,215
28.1,215
28.2,215
28.3,215
28.4,215
28.5,215
28.6,215
28.7,215
28.8,215
28.9,215
29,215
29.1,215
29.2,215
29.3,215
29.4,215
29.5,215
29.6,254
29.7,254
29.8,254
29.9,254
3,25
3.1,25
3.2,26
3.3,26
3.4,26
3.5,32
3.6,32
3.7,32
3.8,34
3.9,34
30,254
30.1,254
30.2,254
30.3,254
30.4,254
30.5,254
30.6,254
30.7,254
30.8,254
30.9,254
31,254
31.1,254
31.2,254
31.3,254
31.4,254
31.5,254
31.6,254
31.7,254
31.8,254
31.9,254
32,254
32.1,254
32.2,254
32.3,254
32.4,254
32.5,254
32.6,254
32.7,254
32.8,254
32.9,254
33,254
33.1,254
33.2,254
33.3,254
33.4,254
33.5,254
33.6,254
33.7,254
33.8,254
33.9,254
34,254
34.1,254
34.2,254
34.3,254
34.4,254
34.5,254
34.6,254
34.7,254
34.8,254
34.9,254
35,254
35.1,254
35.2,254
35.3,254
35.4,254
35.5,254
35.6,254
35.7,254
35.8,254
35.9,254
36,254
36.1,254
36.2,255
36.3,255
36.4,255
36.5,255
36.6,255
36.7,255
36.8,255
36.9,255
37,255
37.1,255
37.2,255
37.3,255
37.4,255
37.5,255
37.6,255
37.7,255
37.8,255
37.9,255
38,255
38.1,271
38.2,271
38.3,271
38.4,271
38.5,271
38.6,271
38.7,271
38.8,271
38.9,271
39,271
39.1,271
39.2,271
39.3,271
39.4,271
39.5,271
39.6,271
39.7,271
39.8,271
39.9,271
4,35
4.1,38
4.2,38
4.3,38
4.4,38
4.5,38
4.6,38
4.7,39
4.8,39
4.9,39
40,271
40.1,271
40.2,271
40.3,271
40.4,386
40.5,386
40.6,386
40.7,386
40.8,386
40.9,386
41,386
41.1,386
41.2,386
41.3,386
41.4,386
41.5,386
41.6,386
41.7,386
41.8,386
41.9,386
42,386
42.1,386
42.2,386
42.3,386
42.4,386
42.5,386
42.6,386
42.7,386
42.8,386
42.9,386
43,386
43.1,386
43.2,386
43.3,386
43.4,386
43.5,386
43.6,386
43.7,386
43.8,386
43.9,386
44,386
44.1,386
44.2,386
44.3,386
44.4,386
44.5,386
44.6,386
44.7,386
44.8,386
44.9,386
45,386
45.1,386
45.2,386
45.3,386
45.4,386
45.5,386
45.6,386
45.7,386
45.8,386
45.9,386
46,386
46.1,386
46.2,386
46.3,386
46.4,386
46.5,386
46.6,386
46.7,386
46.8,386
46.9,386
47,386
47.1,386
47.2,386
47.3,386
47.4,386
47.5,386
47.6,386
47.7,386
47.8,386
47.9,386
48,386
48.1,386
48.2,386
48.3,386
48.4,386
48.5,386
48.6,386
48.7,386
48.8,386
48.9,386
49,386
49.1,386
49.2,386
49.3,386
49.4,386
49.5,386
49.6,386
49.7,386
49.8,386
49.9,386
5,39
5.1,41
5.2,41
5.3,44
5.4,44
5.5,44
5.6,44
5.7,44
5.8,44
5.9,44
50,386
6,44
6.1,44
6.2,47
6.3,47
6.4,47
6.5,51
6.6,60
6.7,61
6.8,61
6.9,61
7,61
7.1,61
7.2,61
7.3,61
7.4,61
7.5,61
7.6,61
7.7,61
7.8,61
7.9,68
8,89
8.1,89
8.2,89
8.3,89
8.4,89
8.5,89
8.6,89
8.7,89
8.8,89
8.9,89
9,89
9.1,89
9.2,89
9.3,89
9.4,89
9.5,89
9.6,89
9.7,89
9.8,89
9.9,89
